Data,Rainfall (mm/day),PET_PTaylor (mm/day),Flow (mm/day)
09/12/1987,0,6.5581,1.2581
10/12/1987,0,5.7192,0.6300
11/12/1987,0,5.0349,0.5584
12/12/1987,6.6,3.4149,0.5822
13/12/1987,0,2.6869,0.5822
14/12/1987,0,3.6843,0.5822
15/12/1987,0,4.0885,0.5345
16/12/1987,2.2,3.7463,0.4867
17/12/1987,24.7,3.8677,0.4867
18/12/1987,5.7,5.2283,0.8991
19/12/1987,0,5.1165,1.2306
20/12/1987,1.4,5.0057,0.7255
21/12/1987,8.4,4.2744,0.6777
22/12/1987,0,3.2977,0.7751
23/12/1987,0.3,4.5157,0.5584
24/12/1987,0,5.4030,0.5345
25/12/1987,0,5.2703,0.5345
26/12/1987,0,3.4604,0.5345
27/12/1987,0,4.0538,0.4674
28/12/1987,0.2,5.4156,0.5106
29/12/1987,3.8,5.3753,0.5106
30/12/1987,2.1,4.9054,0.4482
31/12/1987,1.4,7.4635,0.4867
01/01/1988,0,3.9235,0.4482
02/01/1988,0.1,2.9991,0.4482
03/01/1988,0,2.8949,0.4482
04/01/1988,0,3.1386,0.4482
05/01/1988,2.8,2.9132,0.4674
06/01/1988,0,5.7401,0.4674
07/01/1988,0,5.3263,0.3710
08/01/1988,0,6.5500,0.3903
09/01/1988,3.1,6.9271,0.3710
10/01/1988,20.3,6.0082,0.5584
11/01/1988,0,4.7092,0.6300
12/01/1988,0,3.8385,0.4289
13/01/1988,3.4,6.5558,0.4096
14/01/1988,13.8,7.8509,0.4096
15/01/1988,7.6,6.2397,0.4482
16/01/1988,16.9,4.4379,0.6061
17/01/1988,0.6,3.0921,1.2581
18/01/1988,0,3.3188,0.6300
19/01/1988,0,3.9894,0.5822
20/01/1988,0,5.3940,0.5584
21/01/1988,1,5.4787,0.4482
22/01/1988,3.3,4.7463,0.5584
23/01/1988,13.1,4.8468,0.4674
24/01/1988,0,4.6044,1.2581
25/01/1988,23.2,3.9770,1.0561
26/01/1988,6.8,3.1062,2.5806
27/01/1988,8.1,2.8189,0.8247
28/01/1988,1.9,2.8214,1.7540
29/01/1988,13.9,3.6072,1.6806
30/01/1988,15.2,3.5492,1.1479
31/01/1988,41,3.6147,1.1204
01/02/1988,7.1,6.1837,3.6183
02/02/1988,0,5.5465,3.2693
03/02/1988,0.9,3.2244,1.4326
04/02/1988,0.2,5.4528,1.0561
05/02/1988,0,4.1136,0.8991
06/02/1988,0,6.7466,0.8495
07/02/1988,5.6,6.3478,0.7751
08/02/1988,12.6,4.8988,0.8743
09/02/1988,14.1,2.8355,1.0837
10/02/1988,2.9,3.9725,1.9102
11/02/1988,0,3.0825,1.2949
12/02/1988,0,3.7598,0.9459
13/02/1988,0,2.4957,0.7999
14/02/1988,0,2.5869,0.7751
15/02/1988,0,3.5948,0.7999
16/02/1988,0,3.0241,0.7016
17/02/1988,0,3.0198,0.7255
18/02/1988,0,6.0519,0.7016
19/02/1988,1,5.6745,0.6539
20/02/1988,0,5.8559,0.5822
21/02/1988,0.2,6.3390,0.5822
22/02/1988,1,4.7116,0.6061
23/02/1988,0,4.2107,0.5822
24/02/1988,5.5,5.2922,0.5584
25/02/1988,17.6,3.8114,0.6300
26/02/1988,13.6,2.7363,0.9275
27/02/1988,5.4,3.6451,1.4602
28/02/1988,8,3.6010,1.0010
29/02/1988,21,6.1702,1.1204
01/03/1988,89,5.5052,1.8367
02/03/1988,27.7,5.0464,24.7954
03/03/1988,0,6.2639,7.1356
04/03/1988,0,4.8993,3.7193
05/03/1988,0,5.0661,2.1765
06/03/1988,2.6,6.4005,1.7173
07/03/1988,1.3,4.4499,1.5336
08/03/1988,4.6,4.4194,1.3959
09/03/1988,0.6,3.1889,1.2949
10/03/1988,0.1,2.9575,1.2581
11/03/1988,0,3.1869,1.2030
12/03/1988,0,4.2545,1.1755
13/03/1988,0,2.7014,1.0837
14/03/1988,0,3.8709,1.0286
15/03/1988,0,3.3952,1.0286
16/03/1988,18.4,5.9523,0.9459
17/03/1988,15.1,4.2256,1.4326
18/03/1988,0,4.7414,1.3959
19/03/1988,0,4.7005,1.0837
20/03/1988,0,2.3824,0.9734
21/03/1988,0,2.3789,0.9275
22/03/1988,0.1,2.4976,0.9275
23/03/1988,0,3.9443,0.8495
24/03/1988,0,5.1771,0.8247
25/03/1988,0,4.9088,0.8247
26/03/1988,0,5.1109,0.8247
27/03/1988,0,3.6418,0.8495
28/03/1988,2.9,3.3082,0.8247
29/03/1988,25.9,3.3370,0.7999
30/03/1988,13.6,2.7424,1.7173
31/03/1988,0,4.1590,1.8367
01/04/1988,0,5.2412,0.9734
02/04/1988,0,4.4679,0.8247
03/04/1988,2.5,4.6078,0.8247
04/04/1988,2.2,2.2229,0.7999
05/04/1988,0,3.0054,0.8495
06/04/1988,0,3.3841,0.7999
07/04/1988,18.1,2.4775,0.7751
08/04/1988,0,4.3851,1.4602
09/04/1988,0,3.6771,0.9275
10/04/1988,0,3.9652,0.8495
11/04/1988,0,4.6924,0.7751
12/04/1988,28.8,3.0633,0.7255
13/04/1988,4.1,2.0401,1.8000
14/04/1988,0,2.5568,1.5612
15/04/1988,0,3.4476,0.8743
16/04/1988,0,4.4606,0.7751
17/04/1988,0,4.1661,0.7751
18/04/1988,0,4.1232,0.7751
19/04/1988,0,4.3468,0.7751
20/04/1988,0.9,4.1770,0.7503
21/04/1988,1.3,4.4869,0.7503
22/04/1988,1.9,4.0282,0.7751
23/04/1988,0,3.3711,0.7255
24/04/1988,0,4.0515,0.6777
25/04/1988,26.8,3.5952,1.2306
26/04/1988,1.8,3.1023,1.8000
27/04/1988,9.1,3.7588,1.0837
28/04/1988,0.1,3.1785,1.0837
29/04/1988,0.1,2.9982,0.8991
30/04/1988,0,3.1578,0.8247
01/05/1988,12.5,3.2024,0.7751
02/05/1988,14.1,2.5828,1.5336
03/05/1988,17.2,2.9791,1.8734
04/05/1988,20.1,2.5767,3.2234
05/05/1988,2.7,2.5659,3.1775
06/05/1988,7.2,2.9813,2.3969
07/05/1988,7.1,2.6115,1.7173
08/05/1988,0.1,2.8315,2.2591
09/05/1988,0.1,2.9718,1.6806
10/05/1988,0.1,2.6109,1.3959
11/05/1988,0,2.8912,1.2581
12/05/1988,28.8,3.0091,1.1755
13/05/1988,7.4,2.9168,2.7091
14/05/1988,0,2.7701,3.1775
15/05/1988,0.1,1.6063,2.2591
16/05/1988,30.2,2.7105,1.6806
17/05/1988,5.4,2.8249,4.2520
18/05/1988,0.9,2.3039,3.3612
19/05/1988,0,3.0968,2.4428
20/05/1988,10.5,2.8726,2.0847
21/05/1988,11,3.0296,2.4428
22/05/1988,49.1,2.9052,3.3612
23/05/1988,15.3,2.9419,15.0609
24/05/1988,0.1,2.6285,9.6427
25/05/1988,0.1,2.1210,5.8591
26/05/1988,0,1.9198,4.2520
27/05/1988,0,1.1818,3.4622
28/05/1988,9.9,1.4459,2.9846
29/05/1988,13.1,2.2749,3.2234
30/05/1988,12.6,1.6434,3.8662
31/05/1988,0,1.2264,4.1969
01/06/1988,0.2,1.5730,3.2693
02/06/1988,0,1.5136,2.7550
03/06/1988,10.7,2.0267,2.5806
04/06/1988,0,1.6940,2.9387
05/06/1988,0.1,1.5860,2.5806
06/06/1988,0.1,1.7163,2.3051
07/06/1988,0,1.9474,2.2224
08/06/1988,0,1.3394,2.0387
09/06/1988,0,2.4109,1.9561
10/06/1988,0,1.3113,1.9102
11/06/1988,0,1.2379,1.9102
12/06/1988,0,1.6551,1.8367
13/06/1988,16.8,2.2695,1.7540
14/06/1988,2,1.7828,2.4887
15/06/1988,0,1.7740,2.0847
16/06/1988,0,1.0128,1.8000
17/06/1988,0,1.6942,1.6347
18/06/1988,0,2.0289,1.5336
19/06/1988,6.9,2.0377,1.6806
20/06/1988,0,2.1569,1.7173
21/06/1988,0.1,2.3407,1.7173
22/06/1988,1.7,2.5242,1.5979
23/06/1988,16.3,2.1862,1.8367
24/06/1988,7.6,1.3994,2.6265
25/06/1988,0,1.0322,2.8928
26/06/1988,0,1.1286,2.5346
27/06/1988,0,1.3516,1.8367
28/06/1988,0,1.9532,1.5612
29/06/1988,0,2.4276,1.4602
30/06/1988,0,1.8807,1.3224
01/07/1988,0,1.8992,1.3224
02/07/1988,0,1.2592,1.3224
03/07/1988,0,1.2224,1.3224
04/07/1988,0,1.5520,1.2581
05/07/1988,0,1.4494,1.2949
06/07/1988,0,2.3203,1.2581
07/07/1988,0,2.2819,1.2306
08/07/1988,0,2.5451,1.2306
09/07/1988,13,1.7515,1.2306
10/07/1988,1.9,1.0210,1.4602
11/07/1988,1.8,1.1737,1.4326
12/07/1988,0,1.5931,1.2949
13/07/1988,0.1,1.7564,1.2581
14/07/1988,0,1.8477,1.2030
15/07/1988,0.1,1.9824,1.1479
16/07/1988,0,1.4444,1.1479
17/07/1988,0,2.2360,1.1479
18/07/1988,0,2.1092,1.1479
19/07/1988,0,1.5011,1.1755
20/07/1988,0.1,2.4202,1.0286
21/07/1988,0.1,2.3075,1.0286
22/07/1988,0.4,2.2606,1.0286
23/07/1988,0,1.6260,1.0561
24/07/1988,0,1.1261,1.0561
25/07/1988,0,1.0567,1.0286
26/07/1988,0,1.1651,1.0286
27/07/1988,0,1.3529,1.0286
28/07/1988,0,1.9570,1.0010
29/07/1988,0,2.2184,1.0010
30/07/1988,0,1.8987,0.9734
31/07/1988,0,2.4532,0.9734
01/08/1988,0,1.9350,0.9734
02/08/1988,0,1.6514,0.9734
03/08/1988,0,1.6104,0.9734
04/08/1988,0,2.6337,0.9459
05/08/1988,0,2.0316,0.9275
06/08/1988,0,2.7287,0.8495
07/08/1988,0,3.3115,0.8743
08/08/1988,0,2.9324,0.8991
09/08/1988,0,2.2075,0.9459
10/08/1988,0,1.5744,0.8247
11/08/1988,0.4,2.6596,0.8495
12/08/1988,0,2.8186,0.8247
13/08/1988,0,3.1344,0.8495
14/08/1988,0,3.1898,0.8247
15/08/1988,0,3.4957,0.8495
16/08/1988,0,3.3225,0.7751
17/08/1988,0.8,2.9691,0.7751
18/08/1988,0,2.3632,0.7751
19/08/1988,0,1.6951,0.8247
20/08/1988,0.4,1.7371,0.7255
21/08/1988,0,3.2796,0.7999
22/08/1988,0,2.7126,0.7999
23/08/1988,0,1.6632,0.7503
24/08/1988,0,1.8298,0.7999
25/08/1988,0,2.4703,0.7016
26/08/1988,0,3.6029,0.7016
27/08/1988,0,3.8432,0.7255
28/08/1988,0,4.0916,0.7255
29/08/1988,0,4.0859,0.7255
30/08/1988,0,4.0128,0.8247
31/08/1988,9.5,3.7979,0.6539
01/09/1988,0,4.3898,0.6777
02/09/1988,0,3.5030,0.6539
03/09/1988,0,2.9827,0.6777
04/09/1988,0,1.8138,0.6777
05/09/1988,0,2.0445,0.7016
06/09/1988,0,2.2725,0.6539
07/09/1988,0,3.9403,0.6300
08/09/1988,0,3.1239,0.6300
09/09/1988,0,1.9599,0.5584
10/09/1988,0,2.3698,0.5822
11/09/1988,0,3.8282,0.6061
12/09/1988,0,4.4176,0.6300
13/09/1988,19.3,4.5239,0.7016
14/09/1988,1.8,3.6625,0.9275
15/09/1988,0,3.4640,0.7016
16/09/1988,23.4,3.5754,0.7016
17/09/1988,17.3,3.3953,1.3224
18/09/1988,0,3.3564,1.1204
19/09/1988,0.2,2.0889,0.8495
20/09/1988,7.3,2.6002,0.7016
21/09/1988,6.6,2.4954,0.8991
22/09/1988,0,2.0984,0.9275
23/09/1988,0,2.2518,0.7503
24/09/1988,0,4.6554,0.6300
25/09/1988,0,5.7732,0.6300
26/09/1988,0,5.3886,0.6300
27/09/1988,6.5,5.7702,0.5345
28/09/1988,0,3.2835,0.6539
29/09/1988,0,2.2491,0.6300
30/09/1988,0,4.4554,0.6300
01/10/1988,0,5.0366,0.6300
02/10/1988,0,5.5149,0.5106
03/10/1988,16,4.6178,0.6777
04/10/1988,0,3.9484,1.1204
05/10/1988,0,4.1472,0.6777
06/10/1988,0,3.3841,0.5584
07/10/1988,0,2.5115,0.5345
08/10/1988,0,3.3693,0.5345
09/10/1988,0,5.4206,0.5345
10/10/1988,0,5.0133,0.5345
11/10/1988,2,5.2264,0.4867
12/10/1988,1.8,2.2691,0.4867
13/10/1988,0.3,2.9262,0.4867
14/10/1988,0,4.7880,0.4867
15/10/1988,0,2.3360,0.4867
16/10/1988,0,4.7035,0.5106
17/10/1988,0,4.3425,0.5345
18/10/1988,0,4.4167,0.6061
19/10/1988,29.4,2.5764,0.7503
20/10/1988,0,4.5552,0.9459
21/10/1988,0,3.8419,0.7503
22/10/1988,23.8,3.8869,0.6061
23/10/1988,0,6.2240,1.0010
24/10/1988,0,5.1931,0.7751
25/10/1988,24,4.5742,0.8247
26/10/1988,0,2.4758,1.3224
27/10/1988,0,4.2862,0.8247
28/10/1988,0,5.2686,0.6777
29/10/1988,0,6.3871,0.6539
30/10/1988,0,6.0115,0.7503
31/10/1988,21.6,6.6097,0.7503
01/11/1988,0,5.7712,0.7255
02/11/1988,0,5.2657,0.5345
03/11/1988,0,4.8451,0.4867
04/11/1988,0,5.4335,0.4482
05/11/1988,0,4.9657,0.4674
06/11/1988,0,4.8377,0.4867
07/11/1988,0,3.9177,0.5345
08/11/1988,0,2.7117,0.5345
09/11/1988,0,4.1358,0.4289
10/11/1988,7.9,5.2171,0.3903
11/11/1988,0,3.7290,0.3903
12/11/1988,20.8,6.0916,0.6300
13/11/1988,0,6.8658,0.6061
14/11/1988,0,5.4102,0.5345
15/11/1988,0,2.7846,0.4674
16/11/1988,0,5.0226,0.4482
17/11/1988,0,6.1979,0.4482
18/11/1988,0,5.8422,0.4482
19/11/1988,0,5.7771,0.4096
20/11/1988,0,3.7858,0.4096
21/11/1988,1.7,3.4567,0.4096
22/11/1988,0,4.4689,0.3903
23/11/1988,0,3.7183,0.3517
24/11/1988,0,2.7774,0.3324
25/11/1988,0,4.5159,0.3324
26/11/1988,0,4.0325,0.3710
27/11/1988,0,3.1984,0.3710
28/11/1988,0,3.1796,0.3710
29/11/1988,0,2.9034,0.3710
30/11/1988,18.8,4.2510,0.3903
01/12/1988,4.5,4.8572,0.3710
02/12/1988,0,4.7676,0.4289
03/12/1988,0,3.0329,0.3710
04/12/1988,0,2.6122,0.3324
05/12/1988,0,3.2084,0.3324
06/12/1988,0,4.8222,0.3517
07/12/1988,0,2.6975,0.3324
08/12/1988,0,2.7281,0.3132
09/12/1988,0,3.1500,0.2654
10/12/1988,0,3.9295,0.2801
11/12/1988,4.1,4.8265,0.3132
12/12/1988,0,5.3880,0.3517
13/12/1988,13.1,2.8554,0.2939
14/12/1988,7.4,2.9097,0.3324
15/12/1988,0,6.0109,0.4482
16/12/1988,0,3.5488,0.4482
17/12/1988,0,4.0446,0.4096
18/12/1988,8.4,5.6741,0.3324
19/12/1988,4.6,7.5796,0.3324
20/12/1988,3,6.7608,0.4289
21/12/1988,0,5.5484,0.3903
22/12/1988,0,7.0537,0.3710
23/12/1988,0,5.7999,0.2939
24/12/1988,0,3.1076,0.2939
25/12/1988,7.4,4.1478,0.3324
26/12/1988,2.2,5.1681,0.3517
27/12/1988,32.5,4.8489,0.3324
28/12/1988,3.4,3.4607,1.0286
29/12/1988,31.9,2.7394,1.3224
30/12/1988,3.3,3.1021,1.4602
31/12/1988,0.6,4.1616,0.9459
01/01/1989,0,5.3440,0.7751
02/01/1989,0,4.4121,0.6061
03/01/1989,29.3,6.2905,0.7016
04/01/1989,10,6.2352,1.2581
05/01/1989,10.3,3.3376,0.9459
06/01/1989,0,3.5182,0.9734
07/01/1989,20.8,4.0400,0.8495
08/01/1989,11.1,3.8382,1.1755
09/01/1989,11.5,6.9620,1.6347
10/01/1989,3.3,3.4893,0.9734
11/01/1989,16.4,2.8147,1.2306
12/01/1989,5.3,4.1139,1.6347
13/01/1989,0,6.3800,1.1755
14/01/1989,5.7,3.0850,0.8991
15/01/1989,7.6,2.9112,0.9275
16/01/1989,2.3,3.1685,0.9459
17/01/1989,0,3.8084,0.8495
18/01/1989,0,4.6301,0.7751
19/01/1989,0,3.8354,0.7255
20/01/1989,32.2,4.7431,0.7503
21/01/1989,5.9,3.3502,1.7540
22/01/1989,1.1,2.7800,1.9928
23/01/1989,14.4,4.0743,0.9459
24/01/1989,10.7,4.1632,1.6347
25/01/1989,0,4.1182,1.6347
26/01/1989,0,4.4198,1.1755
27/01/1989,2.4,4.3927,0.8743
28/01/1989,0,3.8436,0.8495
29/01/1989,0,2.7546,0.8495
30/01/1989,14.9,3.0187,0.7999
31/01/1989,1,4.3044,0.9275
01/02/1989,54.9,6.2548,1.2306
02/02/1989,11.9,6.1143,1.9102
03/02/1989,21.4,5.8384,2.2224
04/02/1989,0,5.3388,1.9561
05/02/1989,0,6.5604,1.2949
06/02/1989,0,6.2752,1.0010
07/02/1989,0,6.1103,0.9459
08/02/1989,0,5.7624,0.9275
09/02/1989,0,6.2395,0.8991
10/02/1989,2.6,3.9452,0.9275
11/02/1989,2.1,3.7983,0.9459
12/02/1989,0.9,5.9454,0.8743
13/02/1989,10,7.3294,0.9459
14/02/1989,1.6,5.7986,1.0286
15/02/1989,16.7,6.0355,1.0837
16/02/1989,1.3,4.5280,1.1755
17/02/1989,8.4,4.7342,1.0010
18/02/1989,16.2,2.6065,1.2306
19/02/1989,9.9,2.6288,1.1755
20/02/1989,1.9,4.2725,1.2306
21/02/1989,4.9,6.4533,1.2030
22/02/1989,9.3,6.4678,1.0286
23/02/1989,0,6.7433,0.9459
24/02/1989,0,5.3152,0.8991
25/02/1989,0,3.2857,0.8743
26/02/1989,0,3.9686,0.8247
27/02/1989,7.9,4.1131,0.8247
28/02/1989,11.1,2.5503,0.8247
01/03/1989,39.7,2.4711,1.0010
02/03/1989,0,2.4650,6.8325
03/03/1989,17,3.0427,2.6265
04/03/1989,0,4.5244,1.7540
05/03/1989,0,5.1495,1.2581
06/03/1989,1.2,4.0693,1.2030
07/03/1989,0,5.2647,1.1479
08/03/1989,0,5.4644,1.0837
09/03/1989,0,5.7489,1.0010
10/03/1989,0,5.6286,0.9275
11/03/1989,1.1,6.0005,0.8991
12/03/1989,0.7,6.0102,0.9734
13/03/1989,1.7,5.6167,0.8991
14/03/1989,19.6,3.5272,0.9734
15/03/1989,0,3.5165,0.9459
16/03/1989,0,3.1221,0.8991
17/03/1989,0,5.3949,0.9275
18/03/1989,2.1,5.3012,0.8743
19/03/1989,3.5,5.3612,0.9275
20/03/1989,0.6,4.7586,0.9275
21/03/1989,4.1,4.6740,0.9734
22/03/1989,0.7,4.1389,1.0010
23/03/1989,0,4.8011,0.9275
24/03/1989,0,5.4449,0.8991
25/03/1989,1.9,4.5945,0.8743
26/03/1989,9.7,3.9872,0.8743
27/03/1989,0,3.6239,0.8247
28/03/1989,0,3.1525,0.7999
29/03/1989,0,4.4582,0.7751
30/03/1989,10.9,4.7682,0.7751
31/03/1989,2.8,3.7226,0.8495
01/04/1989,40.3,3.2931,1.0286
02/04/1989,0,2.0569,2.3510
03/04/1989,0,2.2865,1.3959
04/04/1989,7.7,3.0348,0.9734
05/04/1989,6.5,2.2973,0.9459
06/04/1989,0,2.9137,0.8991
07/04/1989,0,4.8649,0.8495
08/04/1989,0,4.7030,0.8247
09/04/1989,0,5.0610,0.8495
10/04/1989,0,4.7417,0.7751
11/04/1989,14,4.9642,0.7999
12/04/1989,0,4.3339,1.0010
13/04/1989,0,4.7028,0.9459
14/04/1989,0,4.1502,0.8991
15/04/1989,0,3.0972,0.7503
16/04/1989,0,4.0297,0.8247
17/04/1989,0.6,4.3944,0.8495
18/04/1989,0,4.2275,0.8743
19/04/1989,0,3.8334,0.8247
20/04/1989,0,3.5950,0.7999
21/04/1989,0,3.3531,0.7999
22/04/1989,0,3.2896,0.7999
23/04/1989,0,2.3151,0.7751
24/04/1989,0,2.6393,0.7751
25/04/1989,0,3.1895,0.7999
26/04/1989,26.9,3.8242,0.7751
27/04/1989,0,3.6550,0.9459
28/04/1989,19.7,3.2545,0.9734
29/04/1989,30.9,3.0278,1.2306
30/04/1989,51.5,3.4676,1.2030
01/05/1989,5.3,3.9521,2.3051
02/05/1989,6.8,3.5154,1.8734
03/05/1989,12.8,4.0060,1.6347
04/05/1989,12.2,3.5475,1.5336
05/05/1989,8.2,3.3769,1.6806
06/05/1989,0,2.7546,1.8367
07/05/1989,0,2.8844,1.6347
08/05/1989,0,1.3211,1.4969
09/05/1989,0,1.7873,1.3592
10/05/1989,0,2.7143,1.1755
11/05/1989,0,2.5058,1.0286
12/05/1989,0,2.9027,0.9275
13/05/1989,0,2.9549,0.8743
14/05/1989,0,2.2860,0.8247
15/05/1989,0,2.4492,0.7999
16/05/1989,0,2.4692,0.7751
17/05/1989,0,1.7189,0.7751
18/05/1989,0,1.5151,0.8247
19/05/1989,0,1.3462,0.8247
20/05/1989,0,2.5778,0.7751
21/05/1989,0,2.4659,0.7751
22/05/1989,0,2.7577,0.8247
23/05/1989,0,2.7030,0.8247
24/05/1989,0,1.5577,0.8495
25/05/1989,2.4,1.8048,0.9459
26/05/1989,0,1.9749,0.9459
27/05/1989,0,2.0506,0.9275
28/05/1989,0,2.1426,0.8743
29/05/1989,0,2.0455,0.8495
30/05/1989,0,2.0201,0.8247
31/05/1989,0,2.1409,0.8247
01/06/1989,0,2.2908,0.8495
02/06/1989,0,1.6304,0.8495
03/06/1989,0,2.0498,0.8991
04/06/1989,0,2.2034,0.9459
05/06/1989,0,2.0024,0.9275
06/06/1989,0,2.3193,0.8743
07/06/1989,10.4,2.5423,0.8743
08/06/1989,0,2.4558,0.8991
09/06/1989,0,1.8824,0.8495
10/06/1989,9.5,1.3048,0.8247
11/06/1989,9.1,1.9418,0.8743
12/06/1989,0.5,2.0200,0.8495
13/06/1989,0.3,1.9363,0.8247
14/06/1989,0,2.1384,0.8495
15/06/1989,4.7,1.9522,0.8991
16/06/1989,0,1.9859,0.8991
17/06/1989,0,2.0731,0.9459
18/06/1989,0,2.2954,0.9275
19/06/1989,0,2.1259,0.7255
20/06/1989,0,1.9000,0.8247
21/06/1989,0,2.0347,0.7751
22/06/1989,0,1.8203,0.8247
23/06/1989,0,1.8407,0.8495
24/06/1989,18.9,2.1171,0.8743
25/06/1989,0,2.1709,0.9734
26/06/1989,0,2.2690,0.9459
27/06/1989,9.7,2.0214,0.8495
28/06/1989,0,2.0087,0.8247
29/06/1989,0,1.9387,0.8743
30/06/1989,0,1.9817,0.8247
01/07/1989,0,2.0622,0.8247
02/07/1989,4.9,2.5865,0.8495
03/07/1989,0,2.0560,0.7999
04/07/1989,2.5,2.0183,0.7751
05/07/1989,0.8,1.9648,0.8247
06/07/1989,0,1.4673,0.8743
07/07/1989,0,1.7393,0.8495
08/07/1989,0,1.8642,0.8247
09/07/1989,0,1.8115,0.7751
10/07/1989,0,1.9529,0.7999
11/07/1989,0,1.8161,0.8495
12/07/1989,0,2.0784,0.8495
13/07/1989,0,1.2250,0.7999
14/07/1989,0,1.2086,0.8247
15/07/1989,0,1.5880,0.7999
16/07/1989,0,1.2853,0.8495
17/07/1989,0,2.1757,0.8495
18/07/1989,0,1.6807,0.8247
19/07/1989,0,2.0088,0.7751
20/07/1989,0,2.1398,0.8247
21/07/1989,0,2.2773,0.8247
22/07/1989,0,2.5515,0.8247
23/07/1989,0,2.3794,0.8495
24/07/1989,3.5,2.4920,0.8247
25/07/1989,31.7,2.8752,0.8991
26/07/1989,31.6,2.7769,2.0847
27/07/1989,13.6,3.0280,2.1306
28/07/1989,0,1.6727,1.7540
29/07/1989,7.3,1.7360,1.3224
30/07/1989,24.8,2.6440,1.0561
31/07/1989,0.6,2.1095,0.9275
01/08/1989,0,2.2989,0.8495
02/08/1989,0,2.3325,0.8247
03/08/1989,0,2.5319,0.7999
04/08/1989,1.9,2.7028,0.7751
05/08/1989,0,3.0448,0.7503
06/08/1989,0,2.3851,0.7999
07/08/1989,0,2.6508,0.8247
08/08/1989,0.3,2.6261,0.7751
09/08/1989,0,3.1605,0.8495
10/08/1989,0,2.6646,0.8495
11/08/1989,0,2.7313,0.7999
12/08/1989,0,2.7604,0.7503
13/08/1989,0,2.6414,0.7751
14/08/1989,0,2.9659,0.8247
15/08/1989,0,3.0584,0.7999
16/08/1989,0,3.1601,0.7751
17/08/1989,0,2.9717,0.8247
18/08/1989,0,3.3473,0.7999
19/08/1989,0,3.6914,0.7751
20/08/1989,1.9,3.7181,0.8495
21/08/1989,1.6,3.5462,0.8991
22/08/1989,18.6,4.0476,1.4969
23/08/1989,0,3.8493,1.3224
24/08/1989,10.5,3.8221,0.8991
25/08/1989,4.3,4.1072,0.8247
26/08/1989,1.9,3.7784,0.9459
27/08/1989,0.4,3.9517,1.0010
28/08/1989,0,3.4004,0.8991
29/08/1989,0,3.5218,0.8247
30/08/1989,0,4.0495,0.7999
31/08/1989,3.4,4.2494,0.8743
01/09/1989,0,4.1595,0.8743
02/09/1989,0,3.6037,0.8247
03/09/1989,0,3.3069,0.8495
04/09/1989,0,3.9688,0.8495
05/09/1989,0,4.2251,0.8495
06/09/1989,1.1,4.0885,0.8743
07/09/1989,17.4,1.8510,0.8495
08/09/1989,14,4.2594,1.3592
09/09/1989,6.8,4.4677,1.1204
10/09/1989,0,4.7491,0.9459
11/09/1989,1.9,5.0313,0.8495
12/09/1989,57.7,4.9172,3.5632
13/09/1989,0,4.8402,7.0346
14/09/1989,0,4.7986,1.8367
15/09/1989,0,2.5525,1.5612
16/09/1989,0,3.5437,1.2581
17/09/1989,0,3.2339,1.0837
18/09/1989,0,3.7832,1.0561
19/09/1989,0,3.9014,1.0010
20/09/1989,0,3.5662,0.9734
21/09/1989,0,4.2012,0.9275
22/09/1989,0,4.9956,0.9459
23/09/1989,7.2,4.7794,0.8991
24/09/1989,12.3,3.0092,0.9459
25/09/1989,0,3.8872,0.9459
26/09/1989,0,1.8094,0.9275
27/09/1989,0.6,1.9462,0.9459
28/09/1989,4.8,1.9031,1.1204
29/09/1989,0,2.2115,1.0010
30/09/1989,0,2.0675,0.8991
01/10/1989,0,2.1521,0.8495
02/10/1989,0,2.2186,0.7999
03/10/1989,10.3,2.4977,0.9734
04/10/1989,0,3.6714,0.9275
05/10/1989,0,5.1353,0.9275
06/10/1989,0,3.9696,0.8495
07/10/1989,0,2.6897,0.8991
08/10/1989,0.2,5.7471,0.8743
09/10/1989,0,4.8144,0.8991
10/10/1989,4,4.2305,0.8495
11/10/1989,15.2,5.5882,1.1204
12/10/1989,0,5.1280,1.0837
13/10/1989,0,4.8953,0.8991
14/10/1989,0,4.3717,0.8495
15/10/1989,0,3.0157,0.8495
16/10/1989,2.1,5.1401,0.8495
17/10/1989,0,3.8222,0.9459
18/10/1989,1.3,3.6286,0.8495
19/10/1989,1.3,5.5301,0.9459
20/10/1989,0,5.5842,0.8495
21/10/1989,0,5.5092,0.8495
22/10/1989,6.7,5.5627,0.8743
23/10/1989,0,2.2493,0.9459
24/10/1989,0,4.1930,0.8495
25/10/1989,9.6,4.5446,0.8495
26/10/1989,23.2,5.8467,1.0286
27/10/1989,12.2,5.4914,1.3592
28/10/1989,0,5.4054,1.2581
29/10/1989,0,5.8795,1.0286
30/10/1989,0,2.9708,0.8991
31/10/1989,0,2.6345,0.8247
01/11/1989,0,2.2259,0.7999
02/11/1989,0,3.3350,0.7503
03/11/1989,1.1,5.2149,0.7503
04/11/1989,0,5.6323,0.7503
05/11/1989,0,4.6845,0.7016
06/11/1989,0,3.8240,0.7016
07/11/1989,0,5.6259,0.7999
08/11/1989,0,5.8337,0.7999
09/11/1989,0,4.9170,0.7999
10/11/1989,0,5.0583,0.7255
11/11/1989,11,6.9533,0.6539
12/11/1989,0.5,5.8360,0.6539
13/11/1989,0,4.0902,0.7016
14/11/1989,0,4.1708,0.7999
15/11/1989,0,5.7726,0.7751
